Source,SS,ddof1,ddof2,MS,F,p,p_GG_corr,ng2,eps
Conflict,14.834658608990651,1,130,14.834658608990651,12.216035739446419,0.0006485525307136713,0.0006485525307136713,0.020148783952800835,1.0
Presentation,1.0840224766751496,1,130,1.0840224766751496,2.657216767922728,0.10550157405793298,0.10550157405793298,0.001500366452161247,1.0
Conflict * Presentation,0.3478053435114803,1,130,0.3478053435114803,0.905940183922087,0.34296020802423344,0.34296020802423344,0.0004818790772159304,1.0
