comparison_type,level,t_value,p_value,cohens_d,significance
行動の単純主効果,葛藤なし,6.807166653740047,3.705833691168729e-10,0.606430604594469,***
行動の単純主効果,葛藤あり,5.944772000348343,2.578374957807427e-08,0.5296023825664352,***
葛藤の単純主効果,行動あり,-2.2892846097356596,0.023740213257066697,-0.20394568262965074,*
葛藤の単純主効果,行動なし,0.2400630007981989,0.8106746563532213,0.021386511910183318,ns
