comparison_type,level,t_value,p_value,cohens_d,significance
行動の単純主効果,葛藤なし,8.550626149421445,3.6576065728304473e-14,0.7617503212744088,***
行動の単純主効果,葛藤あり,7.382693513379148,1.910446841241582e-11,0.6577026123481702,***
葛藤の単純主効果,行動あり,-1.3310754109282907,0.18558688650621977,-0.11858162246792854,ns
葛藤の単純主効果,行動なし,1.5079195586677732,0.13409840659649475,0.1343361513178613,ns
