participant_id,video_no,conflict,action,pre_score,post_score,diff_score
1,1,葛藤あり,成功あり,4.333333333333333,3.6666666666666665,-0.6666666666666665
2,1,葛藤あり,成功あり,3.6666666666666665,4.333333333333333,0.6666666666666665
3,1,葛藤あり,成功あり,4.666666666666667,5.333333333333333,0.6666666666666661
4,1,葛藤あり,成功あり,4.333333333333333,4.166666666666667,-0.16666666666666607
5,1,葛藤あり,成功あり,2.0,2.0,0.0
6,1,葛藤あり,成功あり,3.1666666666666665,3.3333333333333335,0.16666666666666696
7,1,葛藤あり,成功あり,5.166666666666667,5.0,-0.16666666666666696
8,1,葛藤あり,成功あり,5.666666666666667,5.833333333333333,0.16666666666666607
9,1,葛藤あり,成功あり,2.8333333333333335,3.6666666666666665,0.833333333333333
10,1,葛藤あり,成功あり,2.8333333333333335,3.0,0.16666666666666652
11,1,葛藤あり,成功あり,4.5,4.5,0.0
12,1,葛藤あり,成功あり,4.166666666666667,4.5,0.33333333333333304
13,1,葛藤あり,成功あり,3.6666666666666665,3.8333333333333335,0.16666666666666696
14,1,葛藤あり,成功あり,5.333333333333333,6.0,0.666666666666667
15,1,葛藤あり,成功あり,1.8333333333333333,2.6666666666666665,0.8333333333333333
16,1,葛藤あり,成功あり,3.5,3.3333333333333335,-0.16666666666666652
17,1,葛藤あり,成功あり,3.5,3.6666666666666665,0.16666666666666652
18,1,葛藤あり,成功あり,5.5,5.333333333333333,-0.16666666666666696
19,1,葛藤あり,成功あり,5.166666666666667,5.166666666666667,0.0
20,1,葛藤あり,成功あり,2.6666666666666665,2.5,-0.16666666666666652
21,1,葛藤あり,成功あり,3.5,3.8333333333333335,0.3333333333333335
22,1,葛藤あり,成功あり,3.8333333333333335,3.3333333333333335,-0.5
23,1,葛藤あり,成功あり,2.3333333333333335,3.0,0.6666666666666665
24,1,葛藤あり,成功あり,3.8333333333333335,3.8333333333333335,0.0
25,1,葛藤あり,成功あり,2.8333333333333335,3.1666666666666665,0.33333333333333304
26,1,葛藤あり,成功あり,3.5,3.5,0.0
27,1,葛藤あり,成功あり,2.3333333333333335,2.0,-0.3333333333333335
28,1,葛藤あり,成功あり,3.3333333333333335,2.8333333333333335,-0.5
29,1,葛藤あり,成功あり,3.6666666666666665,4.166666666666667,0.5000000000000004
30,1,葛藤あり,成功あり,4.5,3.8333333333333335,-0.6666666666666665
31,1,葛藤あり,成功あり,4.166666666666667,4.5,0.33333333333333304
32,1,葛藤あり,成功あり,2.5,2.8333333333333335,0.3333333333333335
33,1,葛藤あり,成功あり,2.0,1.8333333333333333,-0.16666666666666674
34,1,葛藤あり,成功あり,5.333333333333333,4.833333333333333,-0.5
35,1,葛藤あり,成功あり,4.666666666666667,4.0,-0.666666666666667
36,1,葛藤あり,成功あり,4.333333333333333,2.8333333333333335,-1.4999999999999996
37,1,葛藤あり,成功あり,4.333333333333333,4.666666666666667,0.3333333333333339
38,1,葛藤あり,成功あり,2.5,3.0,0.5
39,1,葛藤あり,成功あり,4.5,3.3333333333333335,-1.1666666666666665
40,1,葛藤あり,成功あり,4.833333333333333,5.833333333333333,1.0
41,1,葛藤あり,成功あり,2.6666666666666665,2.6666666666666665,0.0
42,1,葛藤あり,成功あり,4.666666666666667,3.8333333333333335,-0.8333333333333335
43,1,葛藤あり,成功あり,1.8333333333333333,1.3333333333333333,-0.5
44,1,葛藤あり,成功あり,4.5,4.0,-0.5
45,1,葛藤あり,成功あり,4.166666666666667,4.333333333333333,0.16666666666666607
46,1,葛藤あり,成功あり,4.5,5.333333333333333,0.833333333333333
47,1,葛藤あり,成功あり,4.166666666666667,3.8333333333333335,-0.3333333333333335
48,1,葛藤あり,成功あり,4.333333333333333,4.5,0.16666666666666696
49,1,葛藤あり,成功あり,2.0,1.8333333333333333,-0.16666666666666674
50,1,葛藤あり,成功あり,1.8333333333333333,2.1666666666666665,0.33333333333333326
51,1,葛藤あり,成功あり,2.5,1.1666666666666667,-1.3333333333333333
52,1,葛藤あり,成功あり,4.0,4.0,0.0
53,1,葛藤あり,成功あり,3.0,5.0,2.0
54,1,葛藤あり,成功あり,7.0,7.0,0.0
55,1,葛藤あり,成功あり,5.833333333333333,5.666666666666667,-0.16666666666666607
56,1,葛藤あり,成功あり,2.3333333333333335,2.0,-0.3333333333333335
57,1,葛藤あり,成功あり,4.5,4.833333333333333,0.33333333333333304
58,1,葛藤あり,成功あり,3.3333333333333335,4.666666666666667,1.3333333333333335
59,1,葛藤あり,成功あり,1.5,2.3333333333333335,0.8333333333333335
60,1,葛藤あり,成功あり,4.666666666666667,4.333333333333333,-0.3333333333333339
61,1,葛藤あり,成功あり,4.333333333333333,4.0,-0.33333333333333304
62,1,葛藤あり,成功あり,4.166666666666667,4.333333333333333,0.16666666666666607
63,1,葛藤あり,成功あり,3.6666666666666665,4.0,0.3333333333333335
64,1,葛藤あり,成功あり,2.5,2.5,0.0
65,1,葛藤あり,成功あり,3.6666666666666665,4.833333333333333,1.1666666666666665
66,1,葛藤あり,成功あり,2.5,2.1666666666666665,-0.3333333333333335
67,1,葛藤あり,成功あり,4.5,4.166666666666667,-0.33333333333333304
68,1,葛藤あり,成功あり,3.1666666666666665,3.3333333333333335,0.16666666666666696
69,1,葛藤あり,成功あり,3.3333333333333335,4.0,0.6666666666666665
70,1,葛藤あり,成功あり,3.1666666666666665,3.6666666666666665,0.5
71,1,葛藤あり,成功あり,4.333333333333333,4.666666666666667,0.3333333333333339
1,2,葛藤あり,成功なし,4.333333333333333,3.8333333333333335,-0.49999999999999956
2,2,葛藤あり,成功なし,3.6666666666666665,4.0,0.3333333333333335
3,2,葛藤あり,成功なし,4.666666666666667,4.333333333333333,-0.3333333333333339
4,2,葛藤あり,成功なし,4.333333333333333,4.0,-0.33333333333333304
5,2,葛藤あり,成功なし,2.0,2.0,0.0
6,2,葛藤あり,成功なし,3.1666666666666665,3.0,-0.16666666666666652
7,2,葛藤あり,成功なし,5.166666666666667,5.5,0.33333333333333304
8,2,葛藤あり,成功なし,5.666666666666667,5.833333333333333,0.16666666666666607
9,2,葛藤あり,成功なし,2.8333333333333335,3.6666666666666665,0.833333333333333
10,2,葛藤あり,成功なし,2.8333333333333335,1.8333333333333333,-1.0000000000000002
11,2,葛藤あり,成功なし,4.5,4.833333333333333,0.33333333333333304
12,2,葛藤あり,成功なし,4.166666666666667,1.6666666666666667,-2.5
13,2,葛藤あり,成功なし,3.6666666666666665,4.166666666666667,0.5000000000000004
14,2,葛藤あり,成功なし,5.333333333333333,6.166666666666667,0.8333333333333339
15,2,葛藤あり,成功なし,1.8333333333333333,2.1666666666666665,0.33333333333333326
16,2,葛藤あり,成功なし,3.5,3.3333333333333335,-0.16666666666666652
17,2,葛藤あり,成功なし,3.5,3.5,0.0
18,2,葛藤あり,成功なし,5.5,5.666666666666667,0.16666666666666696
19,2,葛藤あり,成功なし,5.166666666666667,4.833333333333333,-0.3333333333333339
20,2,葛藤あり,成功なし,2.6666666666666665,2.1666666666666665,-0.5
21,2,葛藤あり,成功なし,3.5,4.0,0.5
22,2,葛藤あり,成功なし,3.8333333333333335,3.1666666666666665,-0.666666666666667
23,2,葛藤あり,成功なし,2.3333333333333335,3.0,0.6666666666666665
24,2,葛藤あり,成功なし,3.8333333333333335,4.333333333333333,0.49999999999999956
25,2,葛藤あり,成功なし,2.8333333333333335,3.0,0.16666666666666652
26,2,葛藤あり,成功なし,3.5,3.6666666666666665,0.16666666666666652
27,2,葛藤あり,成功なし,2.3333333333333335,2.3333333333333335,0.0
28,2,葛藤あり,成功なし,3.3333333333333335,2.5,-0.8333333333333335
29,2,葛藤あり,成功なし,3.6666666666666665,4.166666666666667,0.5000000000000004
30,2,葛藤あり,成功なし,4.5,3.8333333333333335,-0.6666666666666665
31,2,葛藤あり,成功なし,4.166666666666667,4.666666666666667,0.5
32,2,葛藤あり,成功なし,2.5,2.0,-0.5
33,2,葛藤あり,成功なし,2.0,1.5,-0.5
34,2,葛藤あり,成功なし,5.333333333333333,4.833333333333333,-0.5
35,2,葛藤あり,成功なし,4.666666666666667,3.8333333333333335,-0.8333333333333335
36,2,葛藤あり,成功なし,4.333333333333333,4.666666666666667,0.3333333333333339
37,2,葛藤あり,成功なし,4.333333333333333,4.0,-0.33333333333333304
38,2,葛藤あり,成功なし,2.5,2.5,0.0
39,2,葛藤あり,成功なし,4.5,2.6666666666666665,-1.8333333333333335
40,2,葛藤あり,成功なし,4.833333333333333,5.833333333333333,1.0
41,2,葛藤あり,成功なし,2.6666666666666665,2.8333333333333335,0.16666666666666696
42,2,葛藤あり,成功なし,4.666666666666667,4.666666666666667,0.0
43,2,葛藤あり,成功なし,1.8333333333333333,2.5,0.6666666666666667
44,2,葛藤あり,成功なし,4.5,4.0,-0.5
45,2,葛藤あり,成功なし,4.166666666666667,4.0,-0.16666666666666696
46,2,葛藤あり,成功なし,4.5,3.5,-1.0
47,2,葛藤あり,成功なし,4.166666666666667,3.8333333333333335,-0.3333333333333335
48,2,葛藤あり,成功なし,4.333333333333333,4.333333333333333,0.0
49,2,葛藤あり,成功なし,2.0,1.8333333333333333,-0.16666666666666674
50,2,葛藤あり,成功なし,1.8333333333333333,2.3333333333333335,0.5000000000000002
51,2,葛藤あり,成功なし,2.5,1.5,-1.0
52,2,葛藤あり,成功なし,4.0,4.0,0.0
53,2,葛藤あり,成功なし,3.0,4.0,1.0
54,2,葛藤あり,成功なし,7.0,7.0,0.0
55,2,葛藤あり,成功なし,5.833333333333333,5.5,-0.33333333333333304
56,2,葛藤あり,成功なし,2.3333333333333335,2.0,-0.3333333333333335
57,2,葛藤あり,成功なし,4.5,4.833333333333333,0.33333333333333304
58,2,葛藤あり,成功なし,3.3333333333333335,2.5,-0.8333333333333335
59,2,葛藤あり,成功なし,1.5,3.6666666666666665,2.1666666666666665
60,2,葛藤あり,成功なし,4.666666666666667,4.666666666666667,0.0
61,2,葛藤あり,成功なし,4.333333333333333,4.333333333333333,0.0
62,2,葛藤あり,成功なし,4.166666666666667,4.333333333333333,0.16666666666666607
63,2,葛藤あり,成功なし,3.6666666666666665,3.8333333333333335,0.16666666666666696
64,2,葛藤あり,成功なし,2.5,2.3333333333333335,-0.16666666666666652
65,2,葛藤あり,成功なし,3.6666666666666665,4.0,0.3333333333333335
66,2,葛藤あり,成功なし,2.5,2.1666666666666665,-0.3333333333333335
67,2,葛藤あり,成功なし,4.5,5.0,0.5
68,2,葛藤あり,成功なし,3.1666666666666665,3.1666666666666665,0.0
69,2,葛藤あり,成功なし,3.3333333333333335,4.166666666666667,0.8333333333333335
70,2,葛藤あり,成功なし,3.1666666666666665,4.0,0.8333333333333335
71,2,葛藤あり,成功なし,4.333333333333333,4.0,-0.33333333333333304
1,3,葛藤なし,成功あり,4.333333333333333,4.0,-0.33333333333333304
2,3,葛藤なし,成功あり,3.6666666666666665,4.0,0.3333333333333335
3,3,葛藤なし,成功あり,4.666666666666667,4.5,-0.16666666666666696
4,3,葛藤なし,成功あり,4.333333333333333,3.8333333333333335,-0.49999999999999956
5,3,葛藤なし,成功あり,2.0,2.5,0.5
6,3,葛藤なし,成功あり,3.1666666666666665,3.0,-0.16666666666666652
7,3,葛藤なし,成功あり,5.166666666666667,5.333333333333333,0.16666666666666607
8,3,葛藤なし,成功あり,5.666666666666667,5.666666666666667,0.0
9,3,葛藤なし,成功あり,2.8333333333333335,3.6666666666666665,0.833333333333333
10,3,葛藤なし,成功あり,2.8333333333333335,3.6666666666666665,0.833333333333333
11,3,葛藤なし,成功あり,4.5,5.166666666666667,0.666666666666667
12,3,葛藤なし,成功あり,4.166666666666667,4.833333333333333,0.6666666666666661
13,3,葛藤なし,成功あり,3.6666666666666665,2.8333333333333335,-0.833333333333333
14,3,葛藤なし,成功あり,5.333333333333333,6.666666666666667,1.333333333333334
15,3,葛藤なし,成功あり,1.8333333333333333,2.1666666666666665,0.33333333333333326
16,3,葛藤なし,成功あり,3.5,2.5,-1.0
17,3,葛藤なし,成功あり,3.5,3.6666666666666665,0.16666666666666652
18,3,葛藤なし,成功あり,5.5,5.333333333333333,-0.16666666666666696
19,3,葛藤なし,成功あり,5.166666666666667,5.0,-0.16666666666666696
20,3,葛藤なし,成功あり,2.6666666666666665,2.5,-0.16666666666666652
21,3,葛藤なし,成功あり,3.5,4.0,0.5
22,3,葛藤なし,成功あり,3.8333333333333335,3.0,-0.8333333333333335
23,3,葛藤なし,成功あり,2.3333333333333335,2.6666666666666665,0.33333333333333304
24,3,葛藤なし,成功あり,3.8333333333333335,4.5,0.6666666666666665
25,3,葛藤なし,成功あり,2.8333333333333335,3.3333333333333335,0.5
26,3,葛藤なし,成功あり,3.5,3.5,0.0
27,3,葛藤なし,成功あり,2.3333333333333335,2.0,-0.3333333333333335
28,3,葛藤なし,成功あり,3.3333333333333335,2.6666666666666665,-0.666666666666667
