participant_id,video_no,conflict,action,score,score_type,target_kind,scale,item_no,item_text
70,1,葛藤あり,行動あり,-0.10000000000000009,diff,scale,CZO尺度,,
73,1,葛藤あり,行動あり,-0.19999999999999973,diff,scale,CZO尺度,,
75,1,葛藤あり,行動あり,-0.30000000000000027,diff,scale,CZO尺度,,
78,1,葛藤あり,行動あり,0.10000000000000009,diff,scale,CZO尺度,,
80,1,葛藤あり,行動あり,-0.19999999999999973,diff,scale,CZO尺度,,
84,1,葛藤あり,行動あり,-0.19999999999999973,diff,scale,CZO尺度,,
85,1,葛藤あり,行動あり,-0.6000000000000001,diff,scale,CZO尺度,,
93,1,葛藤あり,行動あり,-0.10000000000000009,diff,scale,CZO尺度,,
99,1,葛藤あり,行動あり,0.5,diff,scale,CZO尺度,,
119,1,葛藤あり,行動あり,-0.3999999999999999,diff,scale,CZO尺度,,
12,2,葛藤あり,行動なし,2.8,post,scale,CZO尺度,,
13,2,葛藤あり,行動なし,2.2,post,scale,CZO尺度,,
21,2,葛藤あり,行動なし,3.0,post,scale,CZO尺度,,
26,2,葛藤あり,行動なし,2.8,post,scale,CZO尺度,,
27,2,葛藤あり,行動なし,2.4,post,scale,CZO尺度,,
31,2,葛藤あり,行動なし,3.1,post,scale,CZO尺度,,
38,2,葛藤あり,行動なし,3.2,post,scale,CZO尺度,,
39,2,葛藤あり,行動なし,1.6,post,scale,CZO尺度,,
40,2,葛藤あり,行動なし,3.0,post,scale,CZO尺度,,
49,2,葛藤あり,行動なし,3.3,post,scale,CZO尺度,,
50,2,葛藤あり,行動なし,3.1,post,scale,CZO尺度,,
54,2,葛藤あり,行動なし,2.2,post,scale,CZO尺度,,
70,2,葛藤あり,行動なし,2.9,post,scale,CZO尺度,,
73,2,葛藤あり,行動なし,2.6,post,scale,CZO尺度,,
75,2,葛藤あり,行動なし,2.9,post,scale,CZO尺度,,
78,2,葛藤あり,行動なし,3.5,post,scale,CZO尺度,,
80,2,葛藤あり,行動なし,2.9,post,scale,CZO尺度,,
84,2,葛藤あり,行動なし,2.7,post,scale,CZO尺度,,
85,2,葛藤あり,行動なし,1.1,post,scale,CZO尺度,,
93,2,葛藤あり,行動なし,3.1,post,scale,CZO尺度,,
