participant_id,video_no,conflict,action,score,score_type,target,pre_courage,group
92,2,葛藤あり,行動なし,0.0,diff,勇気尺度（diff）,5.0,事前勇気>=4
93,2,葛藤あり,行動なし,1.333333333333333,diff,勇気尺度（diff）,4.0,事前勇気>=4
94,2,葛藤あり,行動なし,-0.3333333333333335,diff,勇気尺度（diff）,2.3333333333333335,事前勇気<4
95,2,葛藤あり,行動なし,-1.1666666666666665,diff,勇気尺度（diff）,3.5,事前勇気<4
96,2,葛藤あり,行動なし,0.33333333333333304,diff,勇気尺度（diff）,4.5,事前勇気>=4
97,2,葛藤あり,行動なし,0.666666666666667,diff,勇気尺度（diff）,3.5,事前勇気<4
98,2,葛藤あり,行動なし,-0.8333333333333335,diff,勇気尺度（diff）,3.3333333333333335,事前勇気<4
99,2,葛藤あり,行動なし,-0.6666666666666665,diff,勇気尺度（diff）,3.5,事前勇気<4
100,2,葛藤あり,行動なし,-0.16666666666666696,diff,勇気尺度（diff）,2.3333333333333335,事前勇気<4
101,2,葛藤あり,行動なし,2.1666666666666665,diff,勇気尺度（diff）,1.5,事前勇気<4
102,2,葛藤あり,行動なし,0.0,diff,勇気尺度（diff）,4.666666666666667,事前勇気>=4
103,2,葛藤あり,行動なし,0.0,diff,勇気尺度（diff）,3.6666666666666665,事前勇気<4
104,2,葛藤あり,行動なし,0.0,diff,勇気尺度（diff）,4.0,事前勇気>=4
105,2,葛藤あり,行動なし,0.0,diff,勇気尺度（diff）,4.333333333333333,事前勇気>=4
106,2,葛藤あり,行動なし,-0.8333333333333335,diff,勇気尺度（diff）,4.666666666666667,事前勇気>=4
107,2,葛藤あり,行動なし,-0.6666666666666665,diff,勇気尺度（diff）,2.6666666666666665,事前勇気<4
108,2,葛藤あり,行動なし,1.3333333333333335,diff,勇気尺度（diff）,2.5,事前勇気<4
109,2,葛藤あり,行動なし,0.3333333333333335,diff,勇気尺度（diff）,3.1666666666666665,事前勇気<4
110,2,葛藤あり,行動なし,0.16666666666666607,diff,勇気尺度（diff）,4.166666666666667,事前勇気>=4
111,2,葛藤あり,行動なし,0.9999999999999996,diff,勇気尺度（diff）,3.8333333333333335,事前勇気<4
112,2,葛藤あり,行動なし,1.3333333333333335,diff,勇気尺度（diff）,3.6666666666666665,事前勇気<4
113,2,葛藤あり,行動なし,0.0,diff,勇気尺度（diff）,5.166666666666667,事前勇気>=4
114,2,葛藤あり,行動なし,-0.3333333333333335,diff,勇気尺度（diff）,3.3333333333333335,事前勇気<4
115,2,葛藤あり,行動なし,0.16666666666666696,diff,勇気尺度（diff）,3.6666666666666665,事前勇気<4
116,2,葛藤あり,行動なし,-0.16666666666666652,diff,勇気尺度（diff）,2.5,事前勇気<4
117,2,葛藤あり,行動なし,0.3333333333333335,diff,勇気尺度（diff）,3.6666666666666665,事前勇気<4
118,2,葛藤あり,行動なし,1.6666666666666665,diff,勇気尺度（diff）,2.3333333333333335,事前勇気<4
119,2,葛藤あり,行動なし,-0.3333333333333335,diff,勇気尺度（diff）,2.5,事前勇気<4
120,2,葛藤あり,行動なし,0.5,diff,勇気尺度（diff）,4.5,事前勇気>=4
121,2,葛藤あり,行動なし,-0.16666666666666607,diff,勇気尺度（diff）,6.833333333333333,事前勇気>=4
122,2,葛藤あり,行動なし,0.0,diff,勇気尺度（diff）,3.1666666666666665,事前勇気<4
123,2,葛藤あり,行動なし,0.8333333333333335,diff,勇気尺度（diff）,3.3333333333333335,事前勇気<4
124,2,葛藤あり,行動なし,0.8333333333333335,diff,勇気尺度（diff）,3.1666666666666665,事前勇気<4
125,2,葛藤あり,行動なし,-0.33333333333333304,diff,勇気尺度（diff）,4.333333333333333,事前勇気>=4
126,2,葛藤あり,行動なし,1.1666666666666665,diff,勇気尺度（diff）,3.6666666666666665,事前勇気<4
1,3,葛藤なし,行動あり,3.3333333333333335,post,勇気尺度（post）,2.8333333333333335,事前勇気<4
2,3,葛藤なし,行動あり,4.666666666666667,post,勇気尺度（post）,4.666666666666667,事前勇気>=4
3,3,葛藤なし,行動あり,4.0,post,勇気尺度（post）,4.333333333333333,事前勇気>=4
4,3,葛藤なし,行動あり,4.0,post,勇気尺度（post）,3.6666666666666665,事前勇気<4
5,3,葛藤なし,行動あり,3.0,post,勇気尺度（post）,2.3333333333333335,事前勇気<4
6,3,葛藤なし,行動あり,4.5,post,勇気尺度（post）,4.666666666666667,事前勇気>=4
7,3,葛藤なし,行動あり,3.8333333333333335,post,勇気尺度（post）,4.333333333333333,事前勇気>=4
8,3,葛藤なし,行動あり,1.3333333333333333,post,勇気尺度（post）,3.3333333333333335,事前勇気<4
9,3,葛藤なし,行動あり,4.333333333333333,post,勇気尺度（post）,4.0,事前勇気>=4
10,3,葛藤なし,行動あり,2.5,post,勇気尺度（post）,2.0,事前勇気<4
11,3,葛藤なし,行動あり,5.833333333333333,post,勇気尺度（post）,6.333333333333333,事前勇気>=4
12,3,葛藤なし,行動あり,4.5,post,勇気尺度（post）,4.0,事前勇気>=4
13,3,葛藤なし,行動あり,3.0,post,勇気尺度（post）,3.1666666666666665,事前勇気<4
14,3,葛藤なし,行動あり,5.333333333333333,post,勇気尺度（post）,5.166666666666667,事前勇気>=4
15,3,葛藤なし,行動あり,2.1666666666666665,post,勇気尺度（post）,2.1666666666666665,事前勇気<4
16,3,葛藤なし,行動あり,5.666666666666667,post,勇気尺度（post）,5.666666666666667,事前勇気>=4
17,3,葛藤なし,行動あり,4.833333333333333,post,勇気尺度（post）,4.5,事前勇気>=4
18,3,葛藤なし,行動あり,3.6666666666666665,post,勇気尺度（post）,2.8333333333333335,事前勇気<4
19,3,葛藤なし,行動あり,3.6666666666666665,post,勇気尺度（post）,2.8333333333333335,事前勇気<4
20,3,葛藤なし,行動あり,5.166666666666667,post,勇気尺度（post）,4.5,事前勇気>=4
21,3,葛藤なし,行動あり,3.1666666666666665,post,勇気尺度（post）,3.5,事前勇気<4
22,3,葛藤なし,行動あり,5.166666666666667,post,勇気尺度（post）,4.5,事前勇気>=4
23,3,葛藤なし,行動あり,6.166666666666667,post,勇気尺度（post）,5.833333333333333,事前勇気>=4
24,3,葛藤なし,行動あり,3.5,post,勇気尺度（post）,3.5,事前勇気<4
25,3,葛藤なし,行動あり,4.833333333333333,post,勇気尺度（post）,4.166666666666667,事前勇気>=4
26,3,葛藤なし,行動あり,2.8333333333333335,post,勇気尺度（post）,3.6666666666666665,事前勇気<4
27,3,葛藤なし,行動あり,1.3333333333333333,post,勇気尺度（post）,1.3333333333333333,事前勇気<4
28,3,葛藤なし,行動あり,6.666666666666667,post,勇気尺度（post）,5.333333333333333,事前勇気>=4
29,3,葛藤なし,行動あり,6.5,post,勇気尺度（post）,6.0,事前勇気>=4
30,3,葛藤なし,行動あり,2.1666666666666665,post,勇気尺度（post）,1.8333333333333333,事前勇気<4
31,3,葛藤なし,行動あり,2.5,post,勇気尺度（post）,3.5,事前勇気<4
32,3,葛藤なし,行動あり,3.6666666666666665,post,勇気尺度（post）,3.5,事前勇気<4
33,3,葛藤なし,行動あり,5.333333333333333,post,勇気尺度（post）,5.5,事前勇気>=4
34,3,葛藤なし,行動あり,6.5,post,勇気尺度（post）,5.166666666666667,事前勇気>=4
35,3,葛藤なし,行動あり,5.0,post,勇気尺度（post）,5.166666666666667,事前勇気>=4
36,3,葛藤なし,行動あり,2.5,post,勇気尺度（post）,2.6666666666666665,事前勇気<4
37,3,葛藤なし,行動あり,4.0,post,勇気尺度（post）,3.5,事前勇気<4
38,3,葛藤なし,行動あり,3.0,post,勇気尺度（post）,3.8333333333333335,事前勇気<4
39,3,葛藤なし,行動あり,1.5,post,勇気尺度（post）,1.5,事前勇気<4
40,3,葛藤なし,行動あり,2.6666666666666665,post,勇気尺度（post）,2.3333333333333335,事前勇気<4
41,3,葛藤なし,行動あり,4.5,post,勇気尺度（post）,3.8333333333333335,事前勇気<4
42,3,葛藤なし,行動あり,3.3333333333333335,post,勇気尺度（post）,2.8333333333333335,事前勇気<4
43,3,葛藤なし,行動あり,3.5,post,勇気尺度（post）,3.5,事前勇気<4
44,3,葛藤なし,行動あり,2.0,post,勇気尺度（post）,2.3333333333333335,事前勇気<4
45,3,葛藤なし,行動あり,4.5,post,勇気尺度（post）,3.5,事前勇気<4
46,3,葛藤なし,行動あり,2.6666666666666665,post,勇気尺度（post）,3.3333333333333335,事前勇気<4
47,3,葛藤なし,行動あり,5.0,post,勇気尺度（post）,5.166666666666667,事前勇気>=4
48,3,葛藤なし,行動あり,4.666666666666667,post,勇気尺度（post）,4.5,事前勇気>=4
49,3,葛藤なし,行動あり,3.0,post,勇気尺度（post）,3.6666666666666665,事前勇気<4
50,3,葛藤なし,行動あり,3.5,post,勇気尺度（post）,4.5,事前勇気>=4
51,3,葛藤なし,行動あり,1.8333333333333333,post,勇気尺度（post）,2.0,事前勇気<4
52,3,葛藤なし,行動あり,4.833333333333333,post,勇気尺度（post）,4.166666666666667,事前勇気>=4
53,3,葛藤なし,行動あり,4.0,post,勇気尺度（post）,4.0,事前勇気>=4
54,3,葛藤なし,行動あり,3.0,post,勇気尺度（post）,3.3333333333333335,事前勇気<4
55,3,葛藤なし,行動あり,5.5,post,勇気尺度（post）,5.333333333333333,事前勇気>=4
56,3,葛藤なし,行動あり,2.0,post,勇気尺度（post）,2.5,事前勇気<4
57,3,葛藤なし,行動あり,3.8333333333333335,post,勇気尺度（post）,2.5,事前勇気<4
58,3,葛藤なし,行動あり,1.5,post,勇気尺度（post）,2.0,事前勇気<4
59,3,葛藤なし,行動あり,3.0,post,勇気尺度（post）,2.0,事前勇気<4
60,3,葛藤なし,行動あり,5.0,post,勇気尺度（post）,5.333333333333333,事前勇気>=4
61,3,葛藤なし,行動あり,4.166666666666667,post,勇気尺度（post）,4.666666666666667,事前勇気>=4
62,3,葛藤なし,行動あり,5.0,post,勇気尺度（post）,4.333333333333333,事前勇気>=4
63,3,葛藤なし,行動あり,4.333333333333333,post,勇気尺度（post）,4.333333333333333,事前勇気>=4
64,3,葛藤なし,行動あり,5.833333333333333,post,勇気尺度（post）,5.833333333333333,事前勇気>=4
65,3,葛藤なし,行動あり,2.3333333333333335,post,勇気尺度（post）,2.5,事前勇気<4
66,3,葛藤なし,行動あり,3.3333333333333335,post,勇気尺度（post）,4.5,事前勇気>=4
67,3,葛藤なし,行動あり,2.0,post,勇気尺度（post）,3.8333333333333335,事前勇気<4
68,3,葛藤なし,行動あり,4.333333333333333,post,勇気尺度（post）,4.166666666666667,事前勇気>=4
69,3,葛藤なし,行動あり,6.0,post,勇気尺度（post）,4.833333333333333,事前勇気>=4
70,3,葛藤なし,行動あり,2.5,post,勇気尺度（post）,2.6666666666666665,事前勇気<4
71,3,葛藤なし,行動あり,5.333333333333333,post,勇気尺度（post）,4.666666666666667,事前勇気>=4
72,3,葛藤なし,行動あり,2.0,post,勇気尺度（post）,1.8333333333333333,事前勇気<4
73,3,葛藤なし,行動あり,2.6666666666666665,post,勇気尺度（post）,4.5,事前勇気>=4
74,3,葛藤なし,行動あり,6.0,post,勇気尺度（post）,4.833333333333333,事前勇気>=4
75,3,葛藤なし,行動あり,2.3333333333333335,post,勇気尺度（post）,1.8333333333333333,事前勇気<4
76,3,葛藤なし,行動あり,5.0,post,勇気尺度（post）,4.833333333333333,事前勇気>=4
77,3,葛藤なし,行動あり,2.6666666666666665,post,勇気尺度（post）,2.0,事前勇気<4
78,3,葛藤なし,行動あり,3.8333333333333335,post,勇気尺度（post）,4.166666666666667,事前勇気>=4
79,3,葛藤なし,行動あり,5.833333333333333,post,勇気尺度（post）,4.5,事前勇気>=4
80,3,葛藤なし,行動あり,3.6666666666666665,post,勇気尺度（post）,4.166666666666667,事前勇気>=4
81,3,葛藤なし,行動あり,4.666666666666667,post,勇気尺度（post）,4.333333333333333,事前勇気>=4
82,3,葛藤なし,行動あり,5.0,post,勇気尺度（post）,3.5,事前勇気<4
83,3,葛藤なし,行動あり,2.3333333333333335,post,勇気尺度（post）,2.0,事前勇気<4
84,3,葛藤なし,行動あり,2.0,post,勇気尺度（post）,1.8333333333333333,事前勇気<4
85,3,葛藤なし,行動あり,1.0,post,勇気尺度（post）,2.5,事前勇気<4
86,3,葛藤なし,行動あり,4.0,post,勇気尺度（post）,4.0,事前勇気>=4
87,3,葛藤なし,行動あり,3.6666666666666665,post,勇気尺度（post）,3.0,事前勇気<4
88,3,葛藤なし,行動あり,3.8333333333333335,post,勇気尺度（post）,3.6666666666666665,事前勇気<4
89,3,葛藤なし,行動あり,7.0,post,勇気尺度（post）,7.0,事前勇気>=4
90,3,葛藤なし,行動あり,5.666666666666667,post,勇気尺度（post）,5.833333333333333,事前勇気>=4
91,3,葛藤なし,行動あり,5.333333333333333,post,勇気尺度（post）,4.833333333333333,事前勇気>=4
92,3,葛藤なし,行動あり,5.0,post,勇気尺度（post）,5.0,事前勇気>=4
93,3,葛藤なし,行動あり,4.5,post,勇気尺度（post）,4.0,事前勇気>=4
94,3,葛藤なし,行動あり,2.0,post,勇気尺度（post）,2.3333333333333335,事前勇気<4
95,3,葛藤なし,行動あり,1.6666666666666667,post,勇気尺度（post）,3.5,事前勇気<4
96,3,葛藤なし,行動あり,4.833333333333333,post,勇気尺度（post）,4.5,事前勇気>=4
97,3,葛藤なし,行動あり,4.5,post,勇気尺度（post）,3.5,事前勇気<4
98,3,葛藤なし,行動あり,4.833333333333333,post,勇気尺度（post）,3.3333333333333335,事前勇気<4
99,3,葛藤なし,行動あり,3.1666666666666665,post,勇気尺度（post）,3.5,事前勇気<4
100,3,葛藤なし,行動あり,2.1666666666666665,post,勇気尺度（post）,2.3333333333333335,事前勇気<4
101,3,葛藤なし,行動あり,3.8333333333333335,post,勇気尺度（post）,1.5,事前勇気<4
102,3,葛藤なし,行動あり,4.5,post,勇気尺度（post）,4.666666666666667,事前勇気>=4
103,3,葛藤なし,行動あり,3.8333333333333335,post,勇気尺度（post）,3.6666666666666665,事前勇気<4
104,3,葛藤なし,行動あり,4.0,post,勇気尺度（post）,4.0,事前勇気>=4
105,3,葛藤なし,行動あり,4.666666666666667,post,勇気尺度（post）,4.333333333333333,事前勇気>=4
106,3,葛藤なし,行動あり,4.333333333333333,post,勇気尺度（post）,4.666666666666667,事前勇気>=4
107,3,葛藤なし,行動あり,2.0,post,勇気尺度（post）,2.6666666666666665,事前勇気<4
108,3,葛藤なし,行動あり,4.0,post,勇気尺度（post）,2.5,事前勇気<4
109,3,葛藤なし,行動あり,3.6666666666666665,post,勇気尺度（post）,3.1666666666666665,事前勇気<4
110,3,葛藤なし,行動あり,4.5,post,勇気尺度（post）,4.166666666666667,事前勇気>=4
111,3,葛藤なし,行動あり,4.5,post,勇気尺度（post）,3.8333333333333335,事前勇気<4
112,3,葛藤なし,行動あり,5.0,post,勇気尺度（post）,3.6666666666666665,事前勇気<4
113,3,葛藤なし,行動あり,5.5,post,勇気尺度（post）,5.166666666666667,事前勇気>=4
114,3,葛藤なし,行動あり,3.1666666666666665,post,勇気尺度（post）,3.3333333333333335,事前勇気<4
115,3,葛藤なし,行動あり,4.333333333333333,post,勇気尺度（post）,3.6666666666666665,事前勇気<4
116,3,葛藤なし,行動あり,1.8333333333333333,post,勇気尺度（post）,2.5,事前勇気<4
117,3,葛藤なし,行動あり,5.0,post,勇気尺度（post）,3.6666666666666665,事前勇気<4
118,3,葛藤なし,行動あり,4.0,post,勇気尺度（post）,2.3333333333333335,事前勇気<4
119,3,葛藤なし,行動あり,1.6666666666666667,post,勇気尺度（post）,2.5,事前勇気<4
120,3,葛藤なし,行動あり,5.166666666666667,post,勇気尺度（post）,4.5,事前勇気>=4
121,3,葛藤なし,行動あり,6.833333333333333,post,勇気尺度（post）,6.833333333333333,事前勇気>=4
122,3,葛藤なし,行動あり,3.5,post,勇気尺度（post）,3.1666666666666665,事前勇気<4
123,3,葛藤なし,行動あり,4.0,post,勇気尺度（post）,3.3333333333333335,事前勇気<4
124,3,葛藤なし,行動あり,4.0,post,勇気尺度（post）,3.1666666666666665,事前勇気<4
125,3,葛藤なし,行動あり,4.333333333333333,post,勇気尺度（post）,4.333333333333333,事前勇気>=4
126,3,葛藤なし,行動あり,4.5,post,勇気尺度（post）,3.6666666666666665,事前勇気<4
1,3,葛藤なし,行動あり,0.5,diff,勇気尺度（diff）,2.8333333333333335,事前勇気<4
2,3,葛藤なし,行動あり,0.0,diff,勇気尺度（diff）,4.666666666666667,事前勇気>=4
3,3,葛藤なし,行動あり,-0.33333333333333304,diff,勇気尺度（diff）,4.333333333333333,事前勇気>=4
4,3,葛藤なし,行動あり,0.3333333333333335,diff,勇気尺度（diff）,3.6666666666666665,事前勇気<4
5,3,葛藤なし,行動あり,0.6666666666666665,diff,勇気尺度（diff）,2.3333333333333335,事前勇気<4
6,3,葛藤なし,行動あり,-0.16666666666666696,diff,勇気尺度（diff）,4.666666666666667,事前勇気>=4
7,3,葛藤なし,行動あり,-0.49999999999999956,diff,勇気尺度（diff）,4.333333333333333,事前勇気>=4
8,3,葛藤なし,行動あり,-2.0,diff,勇気尺度（diff）,3.3333333333333335,事前勇気<4
9,3,葛藤なし,行動あり,0.33333333333333304,diff,勇気尺度（diff）,4.0,事前勇気>=4
10,3,葛藤なし,行動あり,0.5,diff,勇気尺度（diff）,2.0,事前勇気<4
11,3,葛藤なし,行動あり,-0.5,diff,勇気尺度（diff）,6.333333333333333,事前勇気>=4
12,3,葛藤なし,行動あり,0.5,diff,勇気尺度（diff）,4.0,事前勇気>=4
13,3,葛藤なし,行動あり,-0.16666666666666652,diff,勇気尺度（diff）,3.1666666666666665,事前勇気<4
14,3,葛藤なし,行動あり,0.16666666666666607,diff,勇気尺度（diff）,5.166666666666667,事前勇気>=4
15,3,葛藤なし,行動あり,0.0,diff,勇気尺度（diff）,2.1666666666666665,事前勇気<4
16,3,葛藤なし,行動あり,0.0,diff,勇気尺度（diff）,5.666666666666667,事前勇気>=4
17,3,葛藤なし,行動あり,0.33333333333333304,diff,勇気尺度（diff）,4.5,事前勇気>=4
18,3,葛藤なし,行動あり,0.833333333333333,diff,勇気尺度（diff）,2.8333333333333335,事前勇気<4
19,3,葛藤なし,行動あり,0.833333333333333,diff,勇気尺度（diff）,2.8333333333333335,事前勇気<4
20,3,葛藤なし,行動あり,0.666666666666667,diff,勇気尺度（diff）,4.5,事前勇気>=4
21,3,葛藤なし,行動あり,-0.3333333333333335,diff,勇気尺度（diff）,3.5,事前勇気<4
22,3,葛藤なし,行動あり,0.666666666666667,diff,勇気尺度（diff）,4.5,事前勇気>=4
23,3,葛藤なし,行動あり,0.3333333333333339,diff,勇気尺度（diff）,5.833333333333333,事前勇気>=4
24,3,葛藤なし,行動あり,0.0,diff,勇気尺度（diff）,3.5,事前勇気<4
25,3,葛藤なし,行動あり,0.6666666666666661,diff,勇気尺度（diff）,4.166666666666667,事前勇気>=4
26,3,葛藤なし,行動あり,-0.833333333333333,diff,勇気尺度（diff）,3.6666666666666665,事前勇気<4
27,3,葛藤なし,行動あり,0.0,diff,勇気尺度（diff）,1.3333333333333333,事前勇気<4
28,3,葛藤なし,行動あり,1.333333333333334,diff,勇気尺度（diff）,5.333333333333333,事前勇気>=4
29,3,葛藤なし,行動あり,0.5,diff,勇気尺度（diff）,6.0,事前勇気>=4
30,3,葛藤なし,行動あり,0.33333333333333326,diff,勇気尺度（diff）,1.8333333333333333,事前勇気<4
31,3,葛藤なし,行動あり,-1.0,diff,勇気尺度（diff）,3.5,事前勇気<4
32,3,葛藤なし,行動あり,0.16666666666666652,diff,勇気尺度（diff）,3.5,事前勇気<4
33,3,葛藤なし,行動あり,-0.16666666666666696,diff,勇気尺度（diff）,5.5,事前勇気>=4
34,3,葛藤なし,行動あり,1.333333333333333,diff,勇気尺度（diff）,5.166666666666667,事前勇気>=4
35,3,葛藤なし,行動あり,-0.16666666666666696,diff,勇気尺度（diff）,5.166666666666667,事前勇気>=4
36,3,葛藤なし,行動あり,-0.16666666666666652,diff,勇気尺度（diff）,2.6666666666666665,事前勇気<4
37,3,葛藤なし,行動あり,0.5,diff,勇気尺度（diff）,3.5,事前勇気<4
38,3,葛藤なし,行動あり,-0.8333333333333335,diff,勇気尺度（diff）,3.8333333333333335,事前勇気<4
39,3,葛藤なし,行動あり,0.0,diff,勇気尺度（diff）,1.5,事前勇気<4
40,3,葛藤なし,行動あり,0.33333333333333304,diff,勇気尺度（diff）,2.3333333333333335,事前勇気<4
41,3,葛藤なし,行動あり,0.6666666666666665,diff,勇気尺度（diff）,3.8333333333333335,事前勇気<4
42,3,葛藤なし,行動あり,0.5,diff,勇気尺度（diff）,2.8333333333333335,事前勇気<4
43,3,葛藤なし,行動あり,0.0,diff,勇気尺度（diff）,3.5,事前勇気<4
44,3,葛藤なし,行動あり,-0.3333333333333335,diff,勇気尺度（diff）,2.3333333333333335,事前勇気<4
45,3,葛藤なし,行動あり,1.0,diff,勇気尺度（diff）,3.5,事前勇気<4
46,3,葛藤なし,行動あり,-0.666666666666667,diff,勇気尺度（diff）,3.3333333333333335,事前勇気<4
47,3,葛藤なし,行動あり,-0.16666666666666696,diff,勇気尺度（diff）,5.166666666666667,事前勇気>=4
48,3,葛藤なし,行動あり,0.16666666666666696,diff,勇気尺度（diff）,4.5,事前勇気>=4
49,3,葛藤なし,行動あり,-0.6666666666666665,diff,勇気尺度（diff）,3.6666666666666665,事前勇気<4
50,3,葛藤なし,行動あり,-1.0,diff,勇気尺度（diff）,4.5,事前勇気>=4
51,3,葛藤なし,行動あり,-0.16666666666666674,diff,勇気尺度（diff）,2.0,事前勇気<4
52,3,葛藤なし,行動あり,0.6666666666666661,diff,勇気尺度（diff）,4.166666666666667,事前勇気>=4
53,3,葛藤なし,行動あり,0.0,diff,勇気尺度（diff）,4.0,事前勇気>=4
54,3,葛藤なし,行動あり,-0.3333333333333335,diff,勇気尺度（diff）,3.3333333333333335,事前勇気<4
55,3,葛藤なし,行動あり,0.16666666666666696,diff,勇気尺度（diff）,5.333333333333333,事前勇気>=4
56,3,葛藤なし,行動あり,-0.5,diff,勇気尺度（diff）,2.5,事前勇気<4
57,3,葛藤なし,行動あり,1.3333333333333335,diff,勇気尺度（diff）,2.5,事前勇気<4
58,3,葛藤なし,行動あり,-0.5,diff,勇気尺度（diff）,2.0,事前勇気<4
59,3,葛藤なし,行動あり,1.0,diff,勇気尺度（diff）,2.0,事前勇気<4
60,3,葛藤なし,行動あり,-0.33333333333333304,diff,勇気尺度（diff）,5.333333333333333,事前勇気>=4
61,3,葛藤なし,行動あり,-0.5,diff,勇気尺度（diff）,4.666666666666667,事前勇気>=4
62,3,葛藤なし,行動あり,0.666666666666667,diff,勇気尺度（diff）,4.333333333333333,事前勇気>=4
63,3,葛藤なし,行動あり,0.0,diff,勇気尺度（diff）,4.333333333333333,事前勇気>=4
64,3,葛藤なし,行動あり,0.0,diff,勇気尺度（diff）,5.833333333333333,事前勇気>=4
65,3,葛藤なし,行動あり,-0.16666666666666652,diff,勇気尺度（diff）,2.5,事前勇気<4
66,3,葛藤なし,行動あり,-1.1666666666666665,diff,勇気尺度（diff）,4.5,事前勇気>=4
67,3,葛藤なし,行動あり,-1.8333333333333335,diff,勇気尺度（diff）,3.8333333333333335,事前勇気<4
68,3,葛藤なし,行動あり,0.16666666666666607,diff,勇気尺度（diff）,4.166666666666667,事前勇気>=4
69,3,葛藤なし,行動あり,1.166666666666667,diff,勇気尺度（diff）,4.833333333333333,事前勇気>=4
70,3,葛藤なし,行動あり,-0.16666666666666652,diff,勇気尺度（diff）,2.6666666666666665,事前勇気<4
71,3,葛藤なし,行動あり,0.6666666666666661,diff,勇気尺度（diff）,4.666666666666667,事前勇気>=4
72,3,葛藤なし,行動あり,0.16666666666666674,diff,勇気尺度（diff）,1.8333333333333333,事前勇気<4
73,3,葛藤なし,行動あり,-1.8333333333333335,diff,勇気尺度（diff）,4.5,事前勇気>=4
74,3,葛藤なし,行動あり,1.166666666666667,diff,勇気尺度（diff）,4.833333333333333,事前勇気>=4
75,3,葛藤なし,行動あり,0.5000000000000002,diff,勇気尺度（diff）,1.8333333333333333,事前勇気<4
76,3,葛藤なし,行動あり,0.16666666666666696,diff,勇気尺度（diff）,4.833333333333333,事前勇気>=4
77,3,葛藤なし,行動あり,0.6666666666666665,diff,勇気尺度（diff）,2.0,事前勇気<4
78,3,葛藤なし,行動あり,-0.3333333333333335,diff,勇気尺度（diff）,4.166666666666667,事前勇気>=4
79,3,葛藤なし,行動あり,1.333333333333333,diff,勇気尺度（diff）,4.5,事前勇気>=4
80,3,葛藤なし,行動あり,-0.5000000000000004,diff,勇気尺度（diff）,4.166666666666667,事前勇気>=4
81,3,葛藤なし,行動あり,0.3333333333333339,diff,勇気尺度（diff）,4.333333333333333,事前勇気>=4
82,3,葛藤なし,行動あり,1.5,diff,勇気尺度（diff）,3.5,事前勇気<4
83,3,葛藤なし,行動あり,0.3333333333333335,diff,勇気尺度（diff）,2.0,事前勇気<4
84,3,葛藤なし,行動あり,0.16666666666666674,diff,勇気尺度（diff）,1.8333333333333333,事前勇気<4
85,3,葛藤なし,行動あり,-1.5,diff,勇気尺度（diff）,2.5,事前勇気<4
86,3,葛藤なし,行動あり,0.0,diff,勇気尺度（diff）,4.0,事前勇気>=4
87,3,葛藤なし,行動あり,0.6666666666666665,diff,勇気尺度（diff）,3.0,事前勇気<4
88,3,葛藤なし,行動あり,0.16666666666666696,diff,勇気尺度（diff）,3.6666666666666665,事前勇気<4
89,3,葛藤なし,行動あり,0.0,diff,勇気尺度（diff）,7.0,事前勇気>=4
90,3,葛藤なし,行動あり,-0.16666666666666607,diff,勇気尺度（diff）,5.833333333333333,事前勇気>=4
91,3,葛藤なし,行動あり,0.5,diff,勇気尺度（diff）,4.833333333333333,事前勇気>=4
92,3,葛藤なし,行動あり,0.0,diff,勇気尺度（diff）,5.0,事前勇気>=4
93,3,葛藤なし,行動あり,0.5,diff,勇気尺度（diff）,4.0,事前勇気>=4
94,3,葛藤なし,行動あり,-0.3333333333333335,diff,勇気尺度（diff）,2.3333333333333335,事前勇気<4
95,3,葛藤なし,行動あり,-1.8333333333333333,diff,勇気尺度（diff）,3.5,事前勇気<4
96,3,葛藤なし,行動あり,0.33333333333333304,diff,勇気尺度（diff）,4.5,事前勇気>=4
97,3,葛藤なし,行動あり,1.0,diff,勇気尺度（diff）,3.5,事前勇気<4
98,3,葛藤なし,行動あり,1.4999999999999996,diff,勇気尺度（diff）,3.3333333333333335,事前勇気<4
99,3,葛藤なし,行動あり,-0.3333333333333335,diff,勇気尺度（diff）,3.5,事前勇気<4
100,3,葛藤なし,行動あり,-0.16666666666666696,diff,勇気尺度（diff）,2.3333333333333335,事前勇気<4
101,3,葛藤なし,行動あり,2.3333333333333335,diff,勇気尺度（diff）,1.5,事前勇気<4
102,3,葛藤なし,行動あり,-0.16666666666666696,diff,勇気尺度（diff）,4.666666666666667,事前勇気>=4
103,3,葛藤なし,行動あり,0.16666666666666696,diff,勇気尺度（diff）,3.6666666666666665,事前勇気<4
104,3,葛藤なし,行動あり,0.0,diff,勇気尺度（diff）,4.0,事前勇気>=4
105,3,葛藤なし,行動あり,0.3333333333333339,diff,勇気尺度（diff）,4.333333333333333,事前勇気>=4
106,3,葛藤なし,行動あり,-0.3333333333333339,diff,勇気尺度（diff）,4.666666666666667,事前勇気>=4
107,3,葛藤なし,行動あり,-0.6666666666666665,diff,勇気尺度（diff）,2.6666666666666665,事前勇気<4
108,3,葛藤なし,行動あり,1.5,diff,勇気尺度（diff）,2.5,事前勇気<4
109,3,葛藤なし,行動あり,0.5,diff,勇気尺度（diff）,3.1666666666666665,事前勇気<4
110,3,葛藤なし,行動あり,0.33333333333333304,diff,勇気尺度（diff）,4.166666666666667,事前勇気>=4
