comparison_type,level,group1,group2,t_value,p_value,cohens_d,significance
成功の単純主効果,葛藤あり,成功あり,成功なし,-0.20325011331922874,0.839529216157547,-0.024121350651308285,ns
成功の単純主効果,葛藤なし,成功あり,成功なし,-2.443772176314281,0.017058113398668643,-0.2900223995654264,*
葛藤の単純主効果,成功あり,葛藤あり,葛藤なし,5.524492121516488,5.288914899457051e-07,0.6556365920652217,***
葛藤の単純主効果,成功なし,葛藤あり,葛藤なし,3.6269593465472836,0.0005406170314619855,0.430440882749708,***
