participant_id,group,age,gender,courage_pre,czo_pre,courage_diff_conflict_action,courage_diff_conflict_noaction,courage_diff_no_conflict_action,courage_diff_no_conflict_noaction,courage_diff_conflict_mean,courage_diff_no_conflict_mean,courage_diff_conflict_minus_no_conflict,czo_diff_conflict_mean,czo_diff_no_conflict_mean,conflict_post_conflict_mean,conflict_post_no_conflict_mean,subjective_item1_conflict_mean,subjective_item2_conflict_mean,subjective_item3_conflict_mean
75,葛藤あり高群,27,1,1.8333333333333333,3.1,0.5,0.16666666666666696,1.166666666666667,0.8333333333333339,0.3333333333333335,1.0000000000000004,-0.666666666666667,0.55,0.9000000000000004,5.0,4.375,4.0,3.0,3.5
76,その他群,22,1,4.833333333333333,2.6,1.5000000000000002,2.333333333333334,0.5000000000000002,0.8333333333333333,1.916666666666667,0.6666666666666667,1.2500000000000002,-0.2500000000000002,-0.050000000000000044,4.375,3.75,2.5,3.5,4.5
77,その他群,20,1,2.0,2.8,-0.5,0.16666666666666696,0.16666666666666696,-0.33333333333333304,-0.16666666666666652,-0.08333333333333304,-0.08333333333333348,0.25,0.34999999999999987,4.875,4.625,5.0,4.0,4.0
78,葛藤あり高群,27,2,4.166666666666667,3.5,-0.5,-0.33333333333333326,0.6666666666666665,-0.6666666666666667,-0.41666666666666663,-1.1102230246251565e-16,-0.4166666666666665,-0.3999999999999999,0.050000000000000266,5.75,3.625,3.5,2.0,3.0
79,その他群,22,2,4.5,3.7,0.16666666666666607,-0.16666666666666696,-0.3333333333333335,-0.666666666666667,-4.440892098500626e-16,-0.5000000000000002,0.4999999999999998,0.050000000000000044,0.15000000000000013,5.25,5.0,3.0,3.0,3.0
80,葛藤あり高群,21,2,4.166666666666667,3.3,0.833333333333333,-1.0,1.333333333333333,-0.6666666666666665,-0.08333333333333348,0.33333333333333326,-0.41666666666666674,0.49999999999999956,0.24999999999999978,5.75,5.625,4.0,4.0,4.0
81,その他群,22,2,4.333333333333333,3.3,-0.3333333333333335,-0.3333333333333335,-0.5000000000000004,-0.666666666666667,-0.3333333333333335,-0.5833333333333337,0.2500000000000002,-0.2999999999999998,-0.44999999999999996,6.0,4.25,2.5,2.5,3.5
82,その他群,19,1,3.5,4.0,0.16666666666666696,0.0,0.3333333333333339,0.16666666666666696,0.08333333333333348,0.25000000000000044,-0.16666666666666696,2.220446049250313e-16,0.050000000000000044,5.25,4.75,3.5,3.5,3.5
83,その他群,25,2,2.0,2.3,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.2999999999999998,0.2999999999999998,5.0,5.0,5.0,5.0,5.0
84,葛藤あり高群,26,2,1.8333333333333333,2.3,-0.16666666666666674,-0.16666666666666674,0.3333333333333335,-0.16666666666666674,-0.16666666666666674,0.08333333333333337,-0.2500000000000001,-0.1499999999999999,-0.04999999999999982,6.125,4.5,2.0,2.5,3.5
85,葛藤あり高群,26,2,2.5,2.0,0.33333333333333326,0.5000000000000002,0.16666666666666674,-0.16666666666666652,0.41666666666666674,1.1102230246251565e-16,0.41666666666666663,0.10000000000000031,0.15000000000000013,3.125,2.25,1.0,1.5,1.0
86,その他群,26,2,4.0,3.2,-1.3333333333333333,-1.0,-1.5,-1.5,-1.1666666666666665,-1.5,0.3333333333333335,-0.75,-0.4,6.25,6.5,2.5,3.5,3.5
87,その他群,20,2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000018,-0.20000000000000018,4.0,4.0,4.0,4.0,4.0
88,その他群,28,1,3.6666666666666665,2.2,2.0,1.0,0.6666666666666665,1.0,1.5,0.8333333333333333,0.6666666666666667,-0.25,-0.25,3.375,2.625,3.5,3.5,3.5
89,その他群,26,2,7.0,3.6,0.3333333333333335,0.0,0.16666666666666696,0.16666666666666696,0.16666666666666674,0.16666666666666696,-2.220446049250313e-16,0.19999999999999973,0.19999999999999973,7.0,1.0,3.0,3.0,3.5
90,その他群,27,2,5.833333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.95,-1.2,5.75,6.25,1.0,1.5,1.0
91,その他群,29,1,4.833333333333333,3.1,-0.16666666666666607,-0.33333333333333304,-0.16666666666666607,0.16666666666666696,-0.24999999999999956,4.440892098500626e-16,-0.25,-0.20000000000000018,-0.10000000000000009,5.625,3.0,4.5,4.0,3.5
92,その他群,23,1,5.0,3.5,-0.33333333333333304,-1.333333333333333,0.5,-0.833333333333333,-0.833333333333333,-0.16666666666666652,-0.6666666666666665,-0.15000000000000013,-0.20000000000000018,4.75,4.125,3.0,2.5,4.0
93,葛藤あり高群,27,1,4.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2999999999999998,0.2999999999999998,6.0,1.375,2.5,2.5,2.5
94,その他群,21,2,2.3333333333333335,2.1,1.0,1.333333333333333,0.5,1.166666666666667,1.1666666666666665,0.8333333333333335,0.33333333333333304,-0.050000000000000044,-0.050000000000000044,4.75,4.875,5.0,6.0,4.5
95,その他群,18,1,3.5,2.3,-0.3333333333333335,-0.3333333333333335,-0.3333333333333335,-0.3333333333333335,-0.3333333333333335,-0.3333333333333335,0.0,-0.10000000000000009,0.0,5.125,3.75,1.5,1.5,1.5
96,その他群,29,2,4.5,2.8,-1.0,-1.1666666666666665,-1.8333333333333333,1.166666666666667,-1.0833333333333333,-0.33333333333333315,-0.7500000000000001,0.25,0.75,5.625,6.25,1.5,1.0,1.5
97,その他群,28,1,3.5,3.8,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.33333333333333304,0.0,0.5000000000000002,0.7500000000000002,6.0,6.0,1.0,1.0,1.0
98,その他群,20,2,3.3333333333333335,3.3,1.0,0.666666666666667,1.0,0.833333333333333,0.8333333333333335,0.9166666666666665,-0.08333333333333304,-0.04999999999999982,-0.2999999999999998,5.625,4.75,4.0,4.0,4.0
99,葛藤あり高群,25,1,3.5,2.4,1.3333333333333335,-0.8333333333333335,1.4999999999999996,-1.3333333333333335,0.25,0.08333333333333304,0.16666666666666696,-0.24999999999999978,-0.2999999999999998,5.0,4.25,4.0,4.0,3.5
100,その他群,18,1,2.3333333333333335,3.0,0.0,-0.6666666666666665,-0.3333333333333335,-0.8333333333333335,-0.33333333333333326,-0.5833333333333335,0.2500000000000002,0.55,0.6500000000000001,5.5,4.5,2.0,2.0,2.0
101,その他群,25,2,1.5,2.5,-0.3333333333333335,-0.16666666666666696,-0.16666666666666696,-0.5000000000000002,-0.2500000000000002,-0.3333333333333336,0.08333333333333337,0.20000000000000018,0.050000000000000044,5.5,2.125,1.5,1.5,2.5
102,その他群,21,2,4.666666666666667,3.9,0.8333333333333335,2.1666666666666665,2.3333333333333335,2.5,1.5,2.416666666666667,-0.916666666666667,0.6499999999999999,0.19999999999999996,4.75,4.375,4.0,4.5,4.0
103,その他群,23,1,3.6666666666666665,2.5,-0.3333333333333339,0.0,-0.16666666666666696,0.6666666666666661,-0.16666666666666696,0.24999999999999956,-0.4166666666666665,-0.1499999999999999,0.30000000000000027,4.625,3.625,4.0,4.5,4.5
104,その他群,21,1,4.0,3.0,0.16666666666666696,0.0,0.16666666666666696,-0.6666666666666665,0.08333333333333348,-0.24999999999999978,0.33333333333333326,0.15000000000000013,0.10000000000000009,5.625,5.0,4.0,3.5,3.5
105,その他群,25,2,4.333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.5,3.5,4.0
106,その他群,29,1,4.666666666666667,3.6,-0.33333333333333304,0.0,0.3333333333333339,0.16666666666666696,-0.16666666666666652,0.25000000000000044,-0.41666666666666696,-0.15000000000000013,0.09999999999999987,4.625,4.125,4.0,4.0,4.5
107,その他群,27,1,2.6666666666666665,2.5,-0.16666666666666696,-0.8333333333333335,-0.3333333333333339,-0.8333333333333335,-0.5000000000000002,-0.5833333333333337,0.08333333333333348,0.25,0.30000000000000004,5.5,4.875,4.0,4.5,4.0
108,その他群,25,1,2.5,2.3,-0.33333333333333304,-0.6666666666666665,-0.6666666666666665,-0.6666666666666665,-0.4999999999999998,-0.6666666666666665,0.16666666666666674,-0.25,-0.25,5.875,5.125,1.5,1.5,2.0
109,その他群,29,1,3.1666666666666665,1.7,1.3333333333333335,1.3333333333333335,1.5,-1.5,1.3333333333333335,0.0,1.3333333333333335,-0.09999999999999987,-0.04999999999999982,7.0,1.0,4.5,5.5,2.5
110,その他群,25,2,4.166666666666667,3.5,-0.16666666666666652,0.3333333333333335,0.5,-0.16666666666666652,0.08333333333333348,0.16666666666666674,-0.08333333333333326,0.55,0.4500000000000002,6.5,4.375,2.0,1.5,2.0
111,その他群,20,1,3.8333333333333335,3.1,0.16666666666666607,0.16666666666666607,0.33333333333333304,0.0,0.16666666666666607,0.16666666666666652,-4.440892098500626e-16,0.3999999999999999,0.5,5.5,5.0,4.5,4.5,4.5
112,その他群,21,1,3.6666666666666665,3.4,0.16666666666666652,0.9999999999999996,0.6666666666666665,-1.3333333333333335,0.583333333333333,-0.3333333333333335,0.9166666666666665,-0.10000000000000009,0.050000000000000044,3.75,3.875,4.0,4.0,4.0
113,その他群,20,1,5.166666666666667,3.3,2.1666666666666665,1.3333333333333335,1.3333333333333335,1.6666666666666665,1.75,1.5,0.25,-0.34999999999999987,-0.19999999999999996,6.125,5.875,4.5,3.5,3.5
114,その他群,26,1,3.3333333333333335,2.5,0.0,0.0,0.33333333333333304,0.0,0.0,0.16666666666666652,-0.16666666666666652,0.2500000000000002,0.30000000000000027,5.125,4.125,5.5,3.0,4.0
115,その他群,25,2,3.6666666666666665,3.0,-0.3333333333333335,-0.3333333333333335,-0.16666666666666696,-0.3333333333333335,-0.3333333333333335,-0.2500000000000002,-0.08333333333333326,-0.15000000000000013,0.050000000000000044,5.75,1.875,3.0,3.0,3.0
116,その他群,27,2,2.5,2.0,0.3333333333333335,0.16666666666666696,0.6666666666666665,0.16666666666666696,0.2500000000000002,0.41666666666666674,-0.16666666666666652,0.050000000000000044,0.4500000000000002,4.25,4.875,3.5,3.5,4.5
