variable,low_n,high_n,low_mean,high_mean,low_sd,high_sd,mean_diff_low_minus_high,test,statistic,p_value,effect_size_d
CZO尺度事前平均,63,63,2.5476190476190474,3.488888888888889,0.3843121810905324,0.3685678959253098,-0.9412698412698415,Welch t,-14.030678415336252,2.3711464048757124e-27,-2.499904358771075
勇気尺度事前平均,63,63,3.1164021164021167,4.383597883597884,0.9151428784753353,1.0812158464719777,-1.267195767195767,Welch t,-7.100564390171622,9.311518613910109e-11,-1.2651371047976028
CZO尺度_葛藤あり平均変化量-葛藤なし平均変化量,62,63,-0.03709677419354838,0.0119047619047619,0.19437488788062082,0.18265830202741729,-0.049001536098310275,Welch t,-1.4519571013737274,0.1490750916989788,-0.2598723986373867
CZO尺度_動画2(葛藤あり行動なし)変化量,62,63,-0.008064516129032258,0.0714285714285714,0.3734194613703066,0.39244008025412214,-0.07949308755760365,Welch t,-1.1603091081222583,0.24817267802535278,-0.20748596134809197
CZO尺度_葛藤あり動画後の平均変化量,62,63,0.03790322580645161,0.06746031746031746,0.30990287794713267,0.35151271373312604,-0.029557091653865844,Welch t,-0.49887126669491677,0.618771736485854,-0.08915350445043604
勇気尺度_葛藤あり動画後の平均変化量,62,63,0.11962365591397849,0.07539682539682542,0.6429562599571679,0.5980693036438883,0.044226830517153065,Welch t,0.3980492815311889,0.6912892770532307,0.07124900021009908
CZO尺度_動画1(葛藤あり行動あり)変化量,62,63,0.0838709677419355,0.06349206349206347,0.35073391361501366,0.3539188841371693,0.02037890424987203,Welch t,0.3233389507518486,0.746987661398144,0.05783826402560496
CZO尺度_葛藤なし動画後の平均変化量,62,63,0.07500000000000001,0.055555555555555546,0.3351962967830182,0.3753612358084813,0.019444444444444466,Welch t,0.30559098275707286,0.7604374808734831,0.054617863815390195
