participant_id,video_no,conflict,action,pre_score,post_score,diff_score
1,1,葛藤あり,成功あり,2.8333333333333335,3.1666666666666665,0.33333333333333304
2,1,葛藤あり,成功あり,4.666666666666667,4.333333333333333,-0.3333333333333339
3,1,葛藤あり,成功あり,2.3333333333333335,3.5,1.1666666666666665
4,1,葛藤あり,成功あり,3.3333333333333335,1.5,-1.8333333333333335
5,1,葛藤あり,成功あり,4.0,4.5,0.5
6,1,葛藤あり,成功あり,6.333333333333333,5.5,-0.833333333333333
7,1,葛藤あり,成功あり,4.0,4.666666666666667,0.666666666666667
8,1,葛藤あり,成功あり,2.1666666666666665,2.0,-0.16666666666666652
9,1,葛藤あり,成功あり,4.5,4.833333333333333,0.33333333333333304
10,1,葛藤あり,成功あり,4.5,3.8333333333333335,-0.6666666666666665
11,1,葛藤あり,成功あり,3.5,3.8333333333333335,0.3333333333333335
12,1,葛藤あり,成功あり,5.833333333333333,6.0,0.16666666666666696
13,1,葛藤あり,成功あり,3.5,2.3333333333333335,-1.1666666666666665
14,1,葛藤あり,成功あり,1.3333333333333333,1.8333333333333333,0.5
15,1,葛藤あり,成功あり,6.0,6.666666666666667,0.666666666666667
16,1,葛藤あり,成功あり,5.166666666666667,5.0,-0.16666666666666696
17,1,葛藤あり,成功あり,1.5,1.6666666666666667,0.16666666666666674
18,1,葛藤あり,成功あり,3.5,2.0,-1.5
19,1,葛藤あり,成功あり,5.166666666666667,5.0,-0.16666666666666696
20,1,葛藤あり,成功あり,4.5,4.5,0.0
21,1,葛藤あり,成功あり,2.0,3.0,1.0
22,1,葛藤あり,成功あり,4.0,4.0,0.0
23,1,葛藤あり,成功あり,3.3333333333333335,4.0,0.6666666666666665
24,1,葛藤あり,成功あり,5.333333333333333,5.833333333333333,0.5
25,1,葛藤あり,成功あり,2.5,3.6666666666666665,1.1666666666666665
26,1,葛藤あり,成功あり,2.0,3.0,1.0
27,1,葛藤あり,成功あり,5.833333333333333,5.666666666666667,-0.16666666666666607
28,1,葛藤あり,成功あり,3.8333333333333335,3.3333333333333335,-0.5
29,1,葛藤あり,成功あり,4.166666666666667,4.0,-0.16666666666666696
30,1,葛藤あり,成功あり,4.833333333333333,5.333333333333333,0.5
31,1,葛藤あり,成功あり,1.8333333333333333,3.3333333333333335,1.5000000000000002
32,1,葛藤あり,成功あり,4.833333333333333,4.333333333333333,-0.5
33,1,葛藤あり,成功あり,2.0,1.5,-0.5
34,1,葛藤あり,成功あり,3.5,5.0,1.5
35,1,葛藤あり,成功あり,3.6666666666666665,4.0,0.3333333333333335
36,1,葛藤あり,成功あり,4.833333333333333,4.5,-0.33333333333333304
37,1,葛藤あり,成功あり,5.0,5.0,0.0
38,1,葛藤あり,成功あり,4.0,5.0,1.0
39,1,葛藤あり,成功あり,3.5,2.5,-1.0
40,1,葛藤あり,成功あり,3.5,4.5,1.0
41,1,葛藤あり,成功あり,3.5,3.5,0.0
42,1,葛藤あり,成功あり,2.3333333333333335,2.0,-0.3333333333333335
43,1,葛藤あり,成功あり,3.6666666666666665,3.8333333333333335,0.16666666666666696
44,1,葛藤あり,成功あり,4.0,4.0,0.0
45,1,葛藤あり,成功あり,4.666666666666667,4.5,-0.16666666666666696
46,1,葛藤あり,成功あり,2.6666666666666665,2.3333333333333335,-0.33333333333333304
47,1,葛藤あり,成功あり,2.5,3.8333333333333335,1.3333333333333335
48,1,葛藤あり,成功あり,3.1666666666666665,3.0,-0.16666666666666652
49,1,葛藤あり,成功あり,3.8333333333333335,4.0,0.16666666666666652
50,1,葛藤あり,成功あり,3.6666666666666665,5.833333333333333,2.1666666666666665
51,1,葛藤あり,成功あり,5.166666666666667,5.166666666666667,0.0
52,1,葛藤あり,成功あり,3.3333333333333335,3.0,-0.3333333333333335
53,1,葛藤あり,成功あり,2.3333333333333335,3.0,0.6666666666666665
54,1,葛藤あり,成功あり,6.833333333333333,6.833333333333333,0.0
55,1,葛藤あり,成功あり,3.6666666666666665,3.8333333333333335,0.16666666666666696
1,2,葛藤あり,成功なし,2.8333333333333335,3.8333333333333335,1.0
2,2,葛藤あり,成功なし,4.666666666666667,5.0,0.33333333333333304
3,2,葛藤あり,成功なし,2.3333333333333335,3.0,0.6666666666666665
4,2,葛藤あり,成功なし,3.3333333333333335,1.1666666666666667,-2.166666666666667
5,2,葛藤あり,成功なし,4.0,4.5,0.5
6,2,葛藤あり,成功なし,6.333333333333333,6.166666666666667,-0.16666666666666607
7,2,葛藤あり,成功なし,4.0,4.166666666666667,0.16666666666666696
8,2,葛藤あり,成功なし,2.1666666666666665,2.0,-0.16666666666666652
9,2,葛藤あり,成功なし,4.5,4.666666666666667,0.16666666666666696
10,2,葛藤あり,成功なし,4.5,5.166666666666667,0.666666666666667
11,2,葛藤あり,成功なし,3.5,4.0,0.5
12,2,葛藤あり,成功なし,5.833333333333333,6.0,0.16666666666666696
13,2,葛藤あり,成功なし,3.5,3.6666666666666665,0.16666666666666652
14,2,葛藤あり,成功なし,1.3333333333333333,1.5,0.16666666666666674
15,2,葛藤あり,成功なし,6.0,6.5,0.5
16,2,葛藤あり,成功なし,5.166666666666667,6.5,1.333333333333333
17,2,葛藤あり,成功なし,1.5,1.8333333333333333,0.33333333333333326
18,2,葛藤あり,成功なし,3.5,3.6666666666666665,0.16666666666666652
19,2,葛藤あり,成功なし,5.166666666666667,5.833333333333333,0.6666666666666661
20,2,葛藤あり,成功なし,4.5,4.5,0.0
21,2,葛藤あり,成功なし,2.0,2.6666666666666665,0.6666666666666665
22,2,葛藤あり,成功なし,4.0,4.0,0.0
23,2,葛藤あり,成功なし,3.3333333333333335,4.0,0.6666666666666665
24,2,葛藤あり,成功なし,5.333333333333333,5.666666666666667,0.3333333333333339
25,2,葛藤あり,成功なし,2.5,2.8333333333333335,0.3333333333333335
26,2,葛藤あり,成功なし,2.0,2.8333333333333335,0.8333333333333335
27,2,葛藤あり,成功なし,5.833333333333333,6.0,0.16666666666666696
28,2,葛藤あり,成功なし,3.8333333333333335,2.6666666666666665,-1.166666666666667
29,2,葛藤あり,成功なし,4.166666666666667,4.0,-0.16666666666666696
30,2,葛藤あり,成功なし,4.833333333333333,5.0,0.16666666666666696
31,2,葛藤あり,成功なし,1.8333333333333333,4.166666666666667,2.333333333333334
32,2,葛藤あり,成功なし,4.833333333333333,5.0,0.16666666666666696
33,2,葛藤あり,成功なし,2.0,1.6666666666666667,-0.33333333333333326
34,2,葛藤あり,成功なし,3.5,5.0,1.5
35,2,葛藤あり,成功なし,3.6666666666666665,3.6666666666666665,0.0
36,2,葛藤あり,成功なし,4.833333333333333,3.5,-1.333333333333333
37,2,葛藤あり,成功なし,5.0,5.0,0.0
38,2,葛藤あり,成功なし,4.0,5.333333333333333,1.333333333333333
39,2,葛藤あり,成功なし,3.5,2.3333333333333335,-1.1666666666666665
40,2,葛藤あり,成功なし,3.5,4.166666666666667,0.666666666666667
41,2,葛藤あり,成功なし,3.5,2.8333333333333335,-0.6666666666666665
42,2,葛藤あり,成功なし,2.3333333333333335,2.1666666666666665,-0.16666666666666696
43,2,葛藤あり,成功なし,3.6666666666666665,3.6666666666666665,0.0
44,2,葛藤あり,成功なし,4.0,4.0,0.0
45,2,葛藤あり,成功なし,4.666666666666667,3.8333333333333335,-0.8333333333333335
46,2,葛藤あり,成功なし,2.6666666666666665,2.0,-0.6666666666666665
47,2,葛藤あり,成功なし,2.5,3.8333333333333335,1.3333333333333335
48,2,葛藤あり,成功なし,3.1666666666666665,3.5,0.3333333333333335
49,2,葛藤あり,成功なし,3.8333333333333335,4.833333333333333,0.9999999999999996
50,2,葛藤あり,成功なし,3.6666666666666665,5.0,1.3333333333333335
51,2,葛藤あり,成功なし,5.166666666666667,5.166666666666667,0.0
52,2,葛藤あり,成功なし,3.3333333333333335,3.0,-0.3333333333333335
53,2,葛藤あり,成功なし,2.3333333333333335,4.0,1.6666666666666665
54,2,葛藤あり,成功なし,6.833333333333333,6.666666666666667,-0.16666666666666607
55,2,葛藤あり,成功なし,3.6666666666666665,4.833333333333333,1.1666666666666665
1,3,葛藤なし,成功あり,2.8333333333333335,3.3333333333333335,0.5
2,3,葛藤なし,成功あり,4.666666666666667,4.666666666666667,0.0
3,3,葛藤なし,成功あり,2.3333333333333335,3.0,0.6666666666666665
4,3,葛藤なし,成功あり,3.3333333333333335,1.3333333333333333,-2.0
5,3,葛藤なし,成功あり,4.0,4.333333333333333,0.33333333333333304
6,3,葛藤なし,成功あり,6.333333333333333,5.833333333333333,-0.5
7,3,葛藤なし,成功あり,4.0,4.5,0.5
8,3,葛藤なし,成功あり,2.1666666666666665,2.1666666666666665,0.0
9,3,葛藤なし,成功あり,4.5,4.833333333333333,0.33333333333333304
10,3,葛藤なし,成功あり,4.5,5.166666666666667,0.666666666666667
11,3,葛藤なし,成功あり,3.5,3.1666666666666665,-0.3333333333333335
12,3,葛藤なし,成功あり,5.833333333333333,6.166666666666667,0.3333333333333339
13,3,葛藤なし,成功あり,3.5,3.5,0.0
14,3,葛藤なし,成功あり,1.3333333333333333,1.3333333333333333,0.0
15,3,葛藤なし,成功あり,6.0,6.5,0.5
16,3,葛藤なし,成功あり,5.166666666666667,6.5,1.333333333333333
17,3,葛藤なし,成功あり,1.5,1.5,0.0
18,3,葛藤なし,成功あり,3.5,4.5,1.0
19,3,葛藤なし,成功あり,5.166666666666667,5.0,-0.16666666666666696
20,3,葛藤なし,成功あり,4.5,4.666666666666667,0.16666666666666696
21,3,葛藤なし,成功あり,2.0,1.8333333333333333,-0.16666666666666674
22,3,葛藤なし,成功あり,4.0,4.0,0.0
23,3,葛藤なし,成功あり,3.3333333333333335,3.0,-0.3333333333333335
24,3,葛藤なし,成功あり,5.333333333333333,5.5,0.16666666666666696
25,3,葛藤なし,成功あり,2.5,3.8333333333333335,1.3333333333333335
26,3,葛藤なし,成功あり,2.0,3.0,1.0
27,3,葛藤なし,成功あり,5.833333333333333,5.833333333333333,0.0
28,3,葛藤なし,成功あり,3.8333333333333335,2.0,-1.8333333333333335
29,3,葛藤なし,成功あり,4.166666666666667,4.333333333333333,0.16666666666666607
30,3,葛藤なし,成功あり,4.833333333333333,6.0,1.166666666666667
31,3,葛藤なし,成功あり,1.8333333333333333,2.3333333333333335,0.5000000000000002
32,3,葛藤なし,成功あり,4.833333333333333,5.0,0.16666666666666696
33,3,葛藤なし,成功あり,2.0,2.6666666666666665,0.6666666666666665
34,3,葛藤なし,成功あり,3.5,5.0,1.5
35,3,葛藤なし,成功あり,3.6666666666666665,3.8333333333333335,0.16666666666666696
36,3,葛藤なし,成功あり,4.833333333333333,5.333333333333333,0.5
37,3,葛藤なし,成功あり,5.0,5.0,0.0
38,3,葛藤なし,成功あり,4.0,4.5,0.5
39,3,葛藤なし,成功あり,3.5,1.6666666666666667,-1.8333333333333333
40,3,葛藤なし,成功あり,3.5,4.5,1.0
41,3,葛藤なし,成功あり,3.5,3.1666666666666665,-0.3333333333333335
42,3,葛藤なし,成功あり,2.3333333333333335,2.1666666666666665,-0.16666666666666696
43,3,葛藤なし,成功あり,3.6666666666666665,3.8333333333333335,0.16666666666666696
44,3,葛藤なし,成功あり,4.0,4.0,0.0
45,3,葛藤なし,成功あり,4.666666666666667,4.333333333333333,-0.3333333333333339
46,3,葛藤なし,成功あり,2.6666666666666665,2.0,-0.6666666666666665
47,3,葛藤なし,成功あり,2.5,4.0,1.5
48,3,葛藤なし,成功あり,3.1666666666666665,3.6666666666666665,0.5
49,3,葛藤なし,成功あり,3.8333333333333335,4.5,0.6666666666666665
50,3,葛藤なし,成功あり,3.6666666666666665,5.0,1.3333333333333335
51,3,葛藤なし,成功あり,5.166666666666667,5.5,0.33333333333333304
52,3,葛藤なし,成功あり,3.3333333333333335,3.1666666666666665,-0.16666666666666696
53,3,葛藤なし,成功あり,2.3333333333333335,4.0,1.6666666666666665
54,3,葛藤なし,成功あり,6.833333333333333,6.833333333333333,0.0
55,3,葛藤なし,成功あり,3.6666666666666665,4.5,0.8333333333333335
1,4,葛藤なし,成功なし,2.8333333333333335,2.8333333333333335,0.0
2,4,葛藤なし,成功なし,4.666666666666667,4.5,-0.16666666666666696
3,4,葛藤なし,成功なし,2.3333333333333335,4.0,1.6666666666666665
4,4,葛藤なし,成功なし,3.3333333333333335,2.0,-1.3333333333333335
5,4,葛藤なし,成功なし,4.0,4.5,0.5
6,4,葛藤なし,成功なし,6.333333333333333,5.666666666666667,-0.6666666666666661
7,4,葛藤なし,成功なし,4.0,4.0,0.0
8,4,葛藤なし,成功なし,2.1666666666666665,2.1666666666666665,0.0
9,4,葛藤なし,成功なし,4.5,4.833333333333333,0.33333333333333304
10,4,葛藤なし,成功なし,4.5,3.5,-1.0
11,4,葛藤なし,成功なし,3.5,3.6666666666666665,0.16666666666666652
12,4,葛藤なし,成功なし,5.833333333333333,6.166666666666667,0.3333333333333339
13,4,葛藤なし,成功なし,3.5,3.5,0.0
14,4,葛藤なし,成功なし,1.3333333333333333,1.3333333333333333,0.0
15,4,葛藤なし,成功なし,6.0,7.0,1.0
16,4,葛藤なし,成功なし,5.166666666666667,6.333333333333333,1.166666666666666
17,4,葛藤なし,成功なし,1.5,1.6666666666666667,0.16666666666666674
18,4,葛藤なし,成功なし,3.5,4.166666666666667,0.666666666666667
19,4,葛藤なし,成功なし,5.166666666666667,5.666666666666667,0.5
